Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Betula_pendula",1.07,0.33637,0.57211,0.88022,340.43,2.2767,168.44,429.77,168.78,195.59,1.0206,0.92139,0.66974,1.2335,6.7046,27,26.351,14.409,144.36,27,30.644,17.079,-112.81
"Betula_pendula",1.002,0.30372,0.59392,0.88501,370.39,3.8049,182.08,668.88,183.18,223.39,1.0295,0.91372,0.52141,1.2484,6.6999,22,34.895,16.9,172.55,22,39.073,22.168,-94.94
"Betula_pendula",1.0128,0.33285,0.53125,0.85649,314.92,5.4515,155.24,860.92,159.95,203.07,0.94788,0.88553,0.43442,1.3139,6.5695,16,40.615,21.424,154.13,16,51.015,29.511,-67.44
"Betula_pendula",1.0424,0.33272,0.5571,0.85987,364.67,4.1232,177.77,829.72,182.56,217.56,1.0041,0.86306,0.50513,1.232,7.3876,23,42.995,19.957,167.82,23,37.277,25.134,-89.795
"Betula_pendula",1.0196,0.28216,0.57647,0.86218,378.19,11.461,179.71,1294.4,187.43,100.99,1.0787,0.87512,0.31082,1.3208,7.4783,28,31.276,17.319,169.48,28,34.446,21.945,-55.857
"Betula_pendula",1.052,0.16852,0.55509,0.88264,339,2.6235,167.09,515.91,170.05,179.65,0.99693,0.90826,0.62629,1.2822,6.5905,20,40.84,19.512,157.71,20,35.751,24.46,-104.65
"Betula_pendula",1.0323,0.3025,0.59731,0.89974,318.53,3.0577,156.45,389.56,159.45,170.18,1.0206,0.93036,0.58215,1.2292,6.6769,25,26.909,13.12,144.22,25,27.9,16.733,-91.079
"Betula_pendula",1.0475,0.22491,0.57729,0.89445,344.5,4.5708,166.03,773.54,168.97,202.3,1.0043,0.87075,0.48526,1.2809,7.1377,20,35.846,20.35,158.5,20,42.936,26.547,-80.567
"Betula_pendula",1.123,0.55179,0.53927,0.78134,358.52,7.7861,174.96,2011.7,181.6,249.12,1.0415,0.82435,0.36719,1.4342,7.7114,33,35.727,18.279,106.56,33,24.866,18.353,-64.242
"Betula_pendula",1.0716,0.26042,0.53661,0.86284,329.3,2.2403,162.99,440.98,164.65,187.91,0.99359,0.91473,0.67492,1.2895,6.6704,18,37.087,21.605,155.05,18,39.342,26.744,-110
"Betula_pendula",1.0437,0.18983,0.56506,0.84518,313.83,6.4255,149.87,872.61,154.72,195.1,0.9552,0.83039,0.41305,1.3034,7.4131,25,31.873,16.702,144.97,25,35.03,21.593,-61.903
"Betula_pendula",1.008,0.4064,0.58128,0.86833,424.12,5.3138,205.34,1324,211.68,253.54,0.97173,0.83311,0.448,1.2738,7.2489,31,39.735,16.331,133.49,31,28.173,19.107,-91.992
"Betula_pendula",1.0506,0.22839,0.55825,0.89101,361.2,3.3463,180.5,847.28,183.11,192.84,1.009,0.95556,0.54696,1.3423,5.9515,22,36.672,17.318,162.8,22,37.728,23.39,-98.729
"Betula_pendula",1.0794,0.34605,0.54388,0.87368,280.38,4.0171,137.35,520.62,140.91,162.31,0.97208,0.89177,0.50924,1.34,6.2755,18,32.655,16.481,113.01,18,34.629,22.233,-69.946
"Betula_pendula",0.92418,0.41156,0.70604,0.90128,432.63,1.9756,213.52,512.91,216.97,224.73,1.0379,0.9862,0.72076,1.2568,6.9237,40,31.837,12.766,180.89,40,21.415,13.711,-153.9
"Betula_pendula",1.0349,0.22639,0.5669,0.88173,328.75,3.06,160.77,565.58,161.52,177.44,1.0176,0.88153,0.58447,1.2442,7.0089,20,39.885,19.52,160.91,20,38.382,24.297,-93.967
"Betula_pendula",1.0559,0.32498,0.55544,0.85651,324.14,3.7616,156.88,646.76,160.79,188.61,0.97444,0.88634,0.53265,1.2985,7.049,18,39.941,22.38,150.41,19,40.069,25.812,-83.564
"Betula_pendula",1.0454,0.49774,0.52617,0.84469,301.1,2.627,148.97,552.51,149.78,144.28,1.0006,0.86548,0.62351,1.2847,7.1271,33,25.252,13.486,127.94,33,22.496,15.826,-92.884
"Betula_pendula",1.0247,0.48481,0.56431,0.86216,398.26,4.3959,192,998.91,196.81,185.64,0.9894,0.84562,0.49468,1.2749,7.8563,34,29.323,16.894,147.64,34,30.163,20.251,-94.976
"Betula_pendula",1.0498,0.51778,0.63822,0.84606,283.01,2.8609,139.25,364.73,141.29,166.35,1.0304,0.89893,0.60079,1.2186,7.5251,33,25.043,12.537,88.65,33,16.709,12.577,-83.662
"Betula_pendula",1.0811,0.48431,0.58813,0.87675,336.85,5.9323,163.06,897.34,168.99,190.35,1.0373,0.89517,0.42407,1.2757,6.8597,18,44.252,19.327,151,18,41.927,26.328,-69.15
"Betula_pendula",1.0705,0.22526,0.5193,0.8194,319.46,4.692,156.02,861.24,159.87,193.12,1.0109,0.85366,0.47265,1.3277,7.1787,19,40.449,23.268,150.86,19,42.693,28.706,-73.741
"Betula_pendula",0.99069,0.30839,0.53254,0.82195,330.61,11.545,156.57,1213.2,164.38,159.73,0.96621,0.79981,0.31073,1.3437,8.2138,35,27.935,15.005,114.62,35,29.22,18.603,-48.651
"Betula_pendula",1.067,0.49908,0.5874,0.88065,296.99,3.19,147.72,554.66,147.74,159.95,0.98974,0.98405,0.56283,1.3129,5.9965,17,31.285,15.776,134.98,17,40.938,21.882,-83.142
"Betula_pendula",1.0115,0.34549,0.58931,0.87925,310.09,5.4975,151.91,658.31,157.49,168.19,0.93138,0.88206,0.4353,1.2697,6.8488,31,27.387,11.604,145.21,32,21.668,14.476,-66.127
"Betula_pendula",1.0514,0.46008,0.53779,0.82331,337.97,5.25,165.43,1097.2,172.28,206.99,1.0043,0.8681,0.44582,1.2881,7.133,19,48.264,22.547,147.09,19,37.684,27.202,-73.752
"Betula_pendula",1.0494,0.38232,0.55388,0.88167,286.71,2.9442,141.3,353.25,143.47,161.3,1.013,0.93812,0.5913,1.2955,6.4902,29,18.019,10.985,100.64,29,23.451,14.124,-83.548
"Betula_pendula",1.0769,0.37672,0.57867,0.89755,303.9,2.4992,154.1,633.77,153.84,162.92,1.0031,1.0052,0.62375,1.4089,5.3983,13,46.629,20.655,157.86,13,49.726,29.25,-96.118
"Betula_pendula",1.045,0.36774,0.59816,0.8438,291.91,2.5795,143.76,480.67,146.43,174.01,0.95165,0.88872,0.63216,1.3793,6.7025,31,25.868,13.769,108.5,31,17.488,12.969,-90.876
"Corylus avellana",1.104,0.53859,0.65951,0.90582,1472.8,1.558,746.02,4666.9,738.88,608.54,1.049,0.99169,0.79082,1.3187,7.2076,54,62.687,30.807,605.28,55,89.98,27.668,-589.97
"Corylus avellana",1.0981,0.51369,0.64108,0.91064,1398.2,1.3975,709.47,4090.9,700.32,709.61,1.0474,0.9895,0.83355,1.3504,6.7262,46,73.065,30.129,610.29,47,76.719,27.386,-591.37
"Corylus avellana",1.0909,0.5658,0.66462,0.91669,1492.9,1.4719,754.39,4666.1,753.28,624.64,1.0402,1.02,0.81558,1.296,7.4827,62,57.046,27.352,629.88,63,73.875,24.989,-615.26
"Corylus avellana",1.0999,0.42682,0.66314,0.9092,880.27,1.2496,444.11,928.57,437.99,407.91,1.0348,1.0124,0.88656,1.2735,7.2494,48,47.085,21.546,407.2,49,45.438,19.577,-393.73
"Corylus avellana",1.0791,0.5928,0.65988,0.92671,910.74,1.4036,462.76,2169.3,458.73,396.44,1.0596,1.0383,0.8306,1.3498,6.6377,45,43.274,21.435,401.84,46,51.787,17.862,-384.37
"Corylus avellana",1.1354,0.45138,0.588,0.88076,900.98,1.225,461.64,1705.4,450.35,418.13,1.0142,0.99872,0.88168,1.3168,7.7873,46,44.878,24.986,414.62,47,97.175,23.553,-407.02
"Corylus avellana",1.0867,0.62867,0.65002,0.92022,924.86,1.3909,472.87,2440.5,472.77,407.5,1.0079,1.0372,0.8292,1.3153,7.4426,56,37.268,21.335,404.6,57,48.839,18.543,-392.11
"Corylus avellana",1.1043,0.50444,0.63542,0.90558,1056,1.4324,539.2,2079.3,533.65,472.88,1.0122,1.0071,0.81819,1.2837,7.3635,43,50.689,26.936,462.76,44,74.987,24.791,-441.17
"Corylus avellana",1.0938,0.47578,0.64935,0.91428,867.24,1.2997,438.25,1106.2,430.25,396.64,0.96524,1.0431,0.86789,1.2951,7.3451,63,29.71,16.878,394.5,63,47.542,16.305,-380.35
"Corylus avellana",1.088,0.47118,0.65813,0.91908,927.63,1.2548,469.21,1225.3,462.8,430.62,1.0394,1.0084,0.88244,1.252,7.2481,54,38.373,18.998,427.21,55,52.392,18.145,-414.05
"Corylus avellana",1.0935,0.59252,0.64706,0.91447,873.97,1.3706,443.13,1994.5,434.45,397.69,1.0512,1.0497,0.84235,1.3717,6.9067,52,43.659,20.682,388.01,53,45.366,17.897,-373.27
"Corylus avellana",1.0826,0.59837,0.69303,0.92372,888.21,1.4033,449.98,1868.2,448.01,397.09,1.0468,1.0193,0.83313,1.3556,6.7478,45,54.313,22.232,385.09,46,45.177,18.372,-374.89
"Corylus avellana",1.0929,0.54296,0.646,0.91497,849.54,1.3799,431,1340.5,425,364.06,1.0234,1.029,0.83899,1.3056,7.3001,54,36.275,19.281,374.69,55,50.536,17.365,-361.6
"Corylus avellana",1.1025,0.4417,0.65918,0.90707,955.46,1.3151,482.36,1312.9,475.48,427.33,0.97498,1.041,0.86365,1.3074,7.3702,56,37.392,21.411,425.7,56,51.793,20.946,-416.59
"Corylus avellana",1.1108,0.43695,0.63362,0.90025,1138.2,1.3344,576.83,1695.3,572.6,522.21,1.0095,0.97663,0.85406,1.2702,7.5897,47,53.111,27.045,505.43,47,95.572,29.79,-492.65
"Corylus avellana",1.1136,0.48888,0.59232,0.89795,917.96,1.3197,466.07,1719,457.58,415.17,1.0001,0.98368,0.85725,1.3176,7.53,56,41.318,19.555,417.4,57,91.019,22.89,-399.54
"Corylus avellana",1.1061,0.52908,0.65032,0.90408,1073.9,1.348,546.83,2081.2,542.7,496.99,1.0052,1.0436,0.84572,1.2772,7.6632,60,45.19,23.947,482.43,60,49.548,21.928,-462.47
"Corylus avellana",1.1011,0.56556,0.61025,0.9082,1064.2,1.3499,543.73,2865.1,534.88,473.35,1.0346,1.0081,0.84225,1.3078,7.3495,54,42.52,24.776,473.18,55,83.527,23.115,-457.95
"Corylus avellana",1.0692,0.55925,0.6814,0.9353,878.43,1.3607,444.04,1375.1,440.66,395.85,1.0406,1.0271,0.84795,1.3085,6.344,44,38.742,19.383,384.46,45,48.97,16.518,-376.52
"Corylus avellana",1.1194,0.51946,0.58101,0.8933,938.89,1.2742,485.45,3068.1,465.52,429.68,1.0037,1.0241,0.85667,1.3585,6.6583,42,48.255,25.97,433.67,43,76.559,22.008,-415.87
"Corylus avellana",1.049,0.46836,0.68774,0.95327,862.88,1.2724,432.71,559.56,431.23,396.87,1.0077,1.012,0.88393,1.1758,6.3842,41,41.053,16.425,401.33,42,41.535,15.264,-382.48
"Corylus avellana",1.0781,0.57401,0.67424,0.92758,933.55,1.3634,471.06,1701.8,467.84,420.28,1.0326,1.0364,0.84865,1.2833,6.8404,49,47.244,20.874,418.16,50,54.34,18.543,-399.76
"Corylus avellana",1.0819,0.44059,0.65444,0.92429,1211.2,1.2183,612.1,1400.5,607.88,579.69,0.99147,1.0192,0.89636,1.26,6.9392,47,57.621,27.383,568.7,48,64.915,24.829,-548.66
"Corylus avellana",1.0827,0.55748,0.66167,0.92361,891.85,1.3168,452.53,1959.3,440.26,403.61,1.0429,1.0371,0.85873,1.3709,6.085,37,54.73,22.522,398.99,38,57.912,17.332,-388.6
"Corylus avellana",1.0732,0.63866,0.69665,0.93176,980.71,1.4565,497.62,2888.5,494.32,430.78,1.0473,0.99166,0.81652,1.3271,6.5131,43,56.963,23.018,417.75,44,61.724,20.564,-406.31
"Corylus avellana",1.074,0.66403,0.68714,0.9311,910.43,1.5351,463.22,2740.3,459.89,407.75,1.0323,0.97754,0.79316,1.3033,6.5727,39,42.08,20.615,377,40,83.219,25.878,-367.41
"Corylus avellana",1.1022,0.59654,0.63916,0.90728,1352.7,1.3485,692.54,5046.3,684.97,608.43,1.014,0.99612,0.84103,1.359,6.5782,35,79.599,38.718,598.03,36,141.41,35.459,-582.44
"Corylus avellana",1.0777,0.57479,0.67839,0.92786,1237.2,1.4511,627.5,3533,613.74,557.39,1.0157,0.99093,0.81837,1.3459,6.4543,43,70.578,29.93,566.91,44,56.453,25.264,-513.52
"Corylus avellana",1.0969,0.43531,0.64522,0.91163,1234.1,1.2922,624.78,1876.4,617.06,558.7,1.0028,0.9901,0.86879,1.244,7.4986,49,59.386,27.884,558.01,49,71.607,28.651,-542.81
"Corylus avellana",1.0894,0.42346,0.64181,0.91797,1084.2,1.2113,547.4,1455.1,538.29,511.37,1.0305,1.0098,0.89976,1.2966,6.6022,41,53.486,26.632,503.07,42,63.786,24.278,-492.53
"Corylus avellana",1.1118,0.55957,0.60914,0.89943,1376.8,1.278,705.11,4798.5,689.13,718.56,1.0124,0.99428,0.86357,1.336,7.0085,40,76.88,38.432,622.25,41,131.19,34.568,-608.92
"Corylus avellana",1.0961,0.46342,0.61158,0.91229,963.67,1.3028,491,1650,479.15,442.42,0.98812,0.9829,0.85976,1.31,6.5156,40,49.226,23.909,435.43,40,80.548,20.904,-422.14
"Corylus avellana",1.1001,0.55163,0.63074,0.90902,1046.6,1.4301,531.45,2623.3,521.04,477.61,1.0494,1.0262,0.8234,1.3584,6.3372,28,69.886,35.222,458.63,29,93.328,30.738,-437.59
"Corylus avellana",1.1016,0.64141,0.61943,0.90777,1101.2,1.3852,569.16,5510.4,558.58,497.18,1.0032,0.97619,0.82197,1.4465,6.0877,36,50.717,23.208,489.71,36,132.38,32.513,-467.84
"Corylus avellana",1.0684,0.36438,0.65561,0.93596,1333.8,1.3207,669.69,1119.3,663.91,632.56,0.99323,1.0088,0.8665,1.183,7.6468,62,56.825,23.473,631.59,62,56.741,24.578,-580.29
"Corylus avellana",1.0832,0.49371,0.64714,0.92321,1071.7,1.4052,541.06,1699.9,538.5,478.83,0.976,1.0267,0.83544,1.2579,6.619,41,49.972,24.172,464.97,41,85.175,24.418,-452.02
"Corylus avellana",1.0725,0.70153,0.69167,0.93236,908.14,1.5568,462.62,3625.8,454.8,399.04,1.0347,0.99697,0.78666,1.3596,6.3724,36,60.592,27,386.61,36,54.1,21.253,-363.92
"Corylus avellana",1.0766,0.60176,0.69483,0.92887,1169.6,1.495,591.36,3092.8,589.49,510.88,1.0233,0.98874,0.80878,1.3048,6.8906,38,65.313,33.205,492.71,39,61.174,27.796,-478.28
"Corylus avellana",1.0912,0.61358,0.64624,0.91639,1058.8,1.5096,538.59,3096.9,532.82,475.02,1.0257,1.0398,0.79999,1.3297,6.9148,45,60.973,27.988,468.05,46,62.943,25.197,-430.87
"Corylus avellana",1.067,0.32632,0.68246,0.93722,758.66,1.235,380.01,331.94,378.08,358.69,1.0121,1.0095,0.89823,1.213,6.5321,46,35.236,14.941,346.78,47,38.487,14.525,-341.34
"Corylus avellana",1.0761,0.4715,0.66104,0.92926,1097.6,1.2514,552.26,1281.7,545.02,530.46,1.0204,1.0176,0.88832,1.2188,7.0597,49,52.484,22.857,504.14,50,66.385,21.282,-490.58
"Corylus avellana",1.1028,0.56979,0.6222,0.90676,1202.6,1.31,616.02,4532.6,597.1,542.18,1.0303,1.0476,0.85282,1.4041,6.391,41,64.618,32.854,536.41,41,85.084,27.113,-525.35
"Corylus avellana",1.0787,0.57087,0.6831,0.92707,1011.6,1.3129,512.73,1979.6,507.69,570.07,1.0453,1.0292,0.86093,1.303,6.7209,51,43.397,22.055,449.65,52,44.376,19.116,-441.42
"Corylus avellana",1.0967,0.47624,0.63884,0.91181,1265.5,1.3463,641.88,2263.6,634.79,560.42,1.0141,0.98012,0.84963,1.2424,7.3745,44,58.373,27.799,559.44,45,113.46,32.661,-545.36
"Corylus avellana",1.1073,0.53071,0.6252,0.90307,1044.7,1.2826,533,2759,520.56,508.83,1.0348,1.0508,0.86531,1.4107,6.505,47,49.338,26.107,477.97,48,59.49,22.443,-461.21
"Corylus avellana",1.086,0.62546,0.66775,0.92078,1238.4,1.3985,634.39,4332.5,637.55,525.49,1.0121,0.98222,0.82538,1.3219,6.8507,37,63.14,29.476,543.77,38,132.71,36.843,-523.62
"Corylus avellana",1.0954,0.69128,0.65888,0.91295,830.59,1.5538,422.47,3005.2,415.37,371.92,1.0642,1.013,0.78861,1.4003,6.9494,54,37.79,19.538,348.53,55,55.307,18.331,-333.16
"Corylus avellana",1.0945,0.66772,0.65074,0.91367,818.22,1.4965,415.87,2520.1,407.92,353.13,1.063,1.0253,0.80416,1.3809,6.6658,53,40.154,19.4,343.73,54,46.302,16.969,-334.43
"Corylus avellana",1.0947,0.69699,0.64642,0.9135,846.77,1.5239,432.18,3121,426.06,355.31,1.0649,1.051,0.79357,1.3888,6.9692,51,40.086,21.949,355.93,52,43.938,18.688,-342.97
"Corylus avellana",1.0899,0.67866,0.66736,0.91754,874.66,1.5659,443.32,2955.3,438.16,387.9,1.0325,1.0389,0.78832,1.3746,7.076,44,44.759,24.212,366.29,45,49.96,19.809,-349.48
"Corylus avellana",1.1044,0.54635,0.66697,0.9055,1020.1,1.4387,516.58,1970.4,510.65,478.8,1.0516,1.0377,0.82319,1.3354,7.5077,68,37.598,20.97,448.27,69,42.923,19.358,-425.25
"Corylus avellana",1.0717,0.49765,0.68404,0.93308,859.44,1.2964,431.54,781.93,427.83,389.18,1.0089,1.0011,0.87457,1.1589,8.2662,88,26.605,14.097,387.93,89,34.962,13.66,-377.41
"Corylus avellana",1.1197,0.67741,0.64292,0.89307,803.07,1.6351,411.34,2703.2,408.3,368.82,1.0919,1.0491,0.76338,1.3999,7.2625,60,35.263,19.157,330.02,61,40.053,17.648,-314.01
"Corylus avellana",1.08,0.72291,0.68929,0.92593,761.64,1.7206,387.05,2878.6,384.36,314.19,1.0667,1.0121,0.75008,1.3629,6.9933,52,35.891,17.01,297.77,53,44.934,15.95,-290.32
"Corylus avellana",1.0751,0.55595,0.73126,0.93019,973.4,1.5068,489.2,1416.3,491.24,440.57,1.0465,1.0221,0.81049,1.1598,8.532,80,36.482,17.555,435.94,81,37.245,17.505,-396.49
"Crataegus_monogyna",1.2538,0.82714,0.52483,0.85752,333.17,2.2337,180.9,2886.1,167.9,128.45,1.2418,1.2008,0.61615,1.8533,5.0589,28,26.825,17.309,119.14,29,27.986,12.125,-111.46
"Crataegus_monogyna",1.1988,0.83373,0.4995,0.84444,389.88,2.1501,213.96,4500.7,192.59,155.88,1.2753,1.2395,0.62136,1.9263,5.1754,23,38.211,26.046,138.69,24,42.9,17.153,-132.95
"Crataegus_monogyna",1.2321,0.81315,0.4905,0.8101,372.83,1.9741,204.57,4031.7,183.39,146.25,1.256,1.2492,0.64856,1.9004,4.9722,29,28.95,20.161,139.62,28,41.574,14.035,-132.68
"Crataegus_monogyna",1.0692,0.31752,0.60386,0.8819,747.44,1.4553,381.59,2201,371.35,323.73,1.0484,1.0819,0.81186,1.474,5.8581,40,40.107,20.079,324.34,40,57.045,18.687,-309.8
"Crataegus_monogyna",1.1035,0.57619,0.54179,0.90424,584.16,1.6141,302.79,2596.2,298.08,251.16,1.0732,1.1014,0.75926,1.5918,5.2553,21,48.642,26.261,252.55,22,67.731,20.497,-229.9
"Crataegus_monogyna",1.1017,0.60259,0.53709,0.89181,494.89,1.6844,258.47,2438.1,250.26,223.44,1.1222,1.1365,0.73765,1.6384,5.2731,22,40.583,22.503,209.89,23,58.858,17.321,-190.66
"Crataegus_monogyna",1.0693,0.55671,0.52782,0.88905,512.59,1.6488,267.83,2772.8,256.25,216.3,1.1095,1.1326,0.74523,1.6457,5.2114,24,51.8,22.569,208.95,25,51.129,17.771,-199.6
"Crataegus_monogyna",1.0751,0.44549,0.63056,0.91961,550.58,1.3761,279.72,1185.8,269.81,245.85,0.97734,1.0312,0.83895,1.4571,5.9227,31,38.478,17.547,250.35,31,53.024,14.558,-234.67
"Crataegus_monogyna",1.0473,0.39404,0.59106,0.8692,553.77,1.4584,282.17,1270.7,275,243.56,0.98695,1.0156,0.81255,1.4907,5.8604,35,38.548,17.968,243.28,35,38.692,15.39,-229.27
"Crataegus_monogyna",0.98223,0.50928,0.60346,0.90382,524.11,1.4846,271.57,1823.4,262.37,233.98,0.96778,1.0366,0.79198,1.5685,5.1062,22,41.066,21.678,227.84,22,68.545,17.88,-215.08
"Crataegus_monogyna",1.0731,0.44949,0.58426,0.9202,532.39,1.4954,274.19,1594.7,263.88,238.73,1.0838,1.1127,0.79389,1.5067,5.5916,28,43.509,18.419,229.43,28,49.328,16.277,-217.68
"Crataegus_monogyna",1.0963,0.64993,0.5278,0.87703,473.02,1.7717,250.5,2952.1,238.8,203.2,1.1577,1.1432,0.70931,1.6858,4.9089,21,39.944,23.527,184.05,22,55.009,17.15,-177.68
"Crataegus_monogyna",1.1119,0.54529,0.51927,0.87781,473.08,1.6774,246.16,2051.5,238.89,198.41,1.0893,1.1262,0.74195,1.6294,5.4502,26,38.495,21.11,191.21,27,43.675,17.475,-182.64
"Crataegus_monogyna",1.1493,0.58802,0.57187,0.90993,621.14,1.4929,322.85,3173,314.24,269.05,1.0971,1.1362,0.78728,1.5946,5.0018,23,43.944,23.271,263.44,23,70.787,17.713,-254.18
"Crataegus_monogyna",1.0401,0.49197,0.52707,0.88319,470.94,1.5269,245.22,1798.5,234.97,206.71,1.1088,1.1194,0.77709,1.6064,5.1788,26,34.998,17.965,200.38,27,42.504,14.234,-190.56
"Crataegus_monogyna",1.0678,0.49528,0.54062,0.88753,460.9,1.6609,237.63,1446.5,230.52,194.52,1.0546,1.0771,0.75249,1.5563,5.7323,29,41.811,17.265,194.12,29,36.991,15.129,-178.82
"Crataegus_monogyna",1.0963,0.57073,0.57437,0.90693,575.07,1.6958,297.7,2526.6,288.94,238.73,1.0879,1.1261,0.74167,1.5814,5.3613,30,33.75,18.331,229.83,31,50.828,15.986,-220.8
"Crataegus_monogyna",1.1608,0.52609,0.59698,0.89574,640.27,1.4845,331.01,2540,318.93,279.79,1.067,1.0839,0.79377,1.5251,5.6277,22,60.047,27.678,272.25,23,61.741,19.979,-262.75
"Crataegus_monogyna",1.051,0.28403,0.6027,0.89727,551.83,1.7189,283.25,1980.4,276.54,246.04,1.0866,1.118,0.74299,1.52,5.579,25,43.483,20.855,224.04,25,51.818,19.216,-210.45
"Crataegus_monogyna",1.178,0.57141,0.53279,0.87119,501.73,1.8936,260.94,2412.3,253.28,236.55,1.0585,1.1298,0.69863,1.6181,5.414,28,36.072,19.366,194.04,29,48.465,16.457,-182.3
"Crataegus_monogyna",0.89387,0.61725,0.51019,0.86303,431.8,1.8403,226.78,2048.8,217.7,191.2,0.9309,1.0787,0.70179,1.6482,5.0431,22,34.972,19.802,165.44,22,57.451,18.809,-159.15
"Crataegus_monogyna",1.0959,0.42529,0.58453,0.90053,588.26,1.4676,308.97,2923.9,292.64,270.03,1.119,1.1444,0.78581,1.5327,5.4711,32,39.576,19.139,254.99,32,57.61,17.337,-242.79
"Crataegus_monogyna",1.0688,0.55588,0.54751,0.88238,538.97,1.4401,281.42,2278.2,269.71,238.83,1.1021,1.1145,0.79798,1.6124,4.9962,25,38.214,21.624,238.39,25,52.373,16.566,-224.56
"Crataegus_monogyna",1.1708,0.61616,0.53692,0.87486,529.54,1.7124,274.95,2679.3,266.76,213.06,1.0943,1.1453,0.73588,1.6445,5.2239,31,32.533,18.908,215.34,31,48.695,16.087,-202.33
"Crataegus_monogyna",1.1388,0.54961,0.57698,0.91723,521.33,1.5361,267.67,1634.4,261.46,225.18,1.0535,1.11,0.78571,1.529,5.3437,22,39.28,21.427,224.19,22,59.722,17.939,-210.31
"Crataegus_monogyna",1.121,0.40314,0.65824,0.92752,547.87,1.4189,276.99,1046.1,269.35,247.62,1.0021,1.0599,0.83025,1.3972,5.7493,32,33.371,15.762,243.47,33,45.324,13.599,-229.97
"Crataegus_monogyna",1.0697,0.51735,0.6075,0.92597,554.26,1.5545,280.64,1170.8,276.91,256.18,1.0268,1.0648,0.79201,1.3978,5.7534,31,31.976,16.973,234.44,32,44.973,15.571,-222.27
"Crataegus_monogyna",1.0038,0.62572,0.49542,0.84489,474.84,1.8663,252.77,3088.2,239.11,207.5,1.1804,1.1446,0.68756,1.7366,4.9209,20,43.441,26.088,199.09,21,52.7,19.446,-173.79
"Crataegus_monogyna",1.0584,0.57424,0.53539,0.87848,459.97,1.621,236.25,1751,229.83,191.48,1.1026,1.108,0.7646,1.6101,5.6627,30,30.785,17.75,192.61,31,47.307,15.363,-180.64
"Crataegus_monogyna",1.1,0.57334,0.53993,0.87862,562.69,1.6891,293.42,3146.9,283.1,225.93,1.1055,1.142,0.73779,1.6285,5.3846,29,41.448,20.824,227.32,30,50.231,17.134,-216.48
"Crataegus_monogyna",1.1064,0.46195,0.60839,0.93066,608.84,1.5857,308.58,1620.1,300.67,271.02,1.0444,1.093,0.78341,1.4398,5.9058,30,46.419,18.233,267,31,57.274,16.918,-241.75
"Crataegus_monogyna",1.1411,0.40849,0.56844,0.87703,649.25,1.7637,330.4,2388.7,317.39,271.01,1.0477,1.1079,0.73983,1.5387,5.9522,31,44.081,23.003,279.58,32,50.193,21.039,-244.44
"Crataegus_monogyna",1.2484,0.65311,0.53135,0.87652,560.27,1.8036,294.87,3861.5,285,239.81,1.1042,1.1576,0.7074,1.713,5.185,30,36.68,21.189,221.5,30,49.513,16.457,-208.59
"Crataegus_monogyna",1.11,0.51177,0.59258,0.93693,537.58,1.4929,274.25,1328.4,267.47,231.44,1.038,1.0915,0.80214,1.4788,5.5798,24,39.864,19.284,232.17,24,56.616,17.192,-219.99
"Crataegus_monogyna",1.1576,0.65922,0.5293,0.88059,498.02,1.7377,261.92,2734.5,251.53,203.71,1.1084,1.1472,0.72121,1.66,5.2647,21,40.501,24.687,211.5,22,62.32,18.797,-188.9
"Crataegus_monogyna",1.1958,0.53414,0.58341,0.90475,728.6,1.6158,377.87,4043.9,365.52,298.62,1.0743,1.1227,0.75843,1.5594,5.49,25,59.273,28.567,299.21,26,65.671,21.726,-286.59
"Crataegus_monogyna",1.07,0.54958,0.51831,0.84431,547.77,1.7769,287.65,3216.2,276.52,247.94,1.1097,1.1261,0.71429,1.6632,5.4366,29,42.697,23.41,224.49,30,51.625,18.994,-205.47
"Crataegus_monogyna",1.1097,0.61167,0.54391,0.89423,543.58,1.6136,282.12,2397.4,273.83,230.99,1.0651,1.1056,0.7584,1.5865,5.4001,24,44.632,24.426,221.95,24,64.076,20.925,-213.96
"Crataegus_monogyna",1.1213,0.37556,0.57349,0.90266,548.44,1.4148,281.87,1692.2,268.33,246.38,1.0497,1.1145,0.81792,1.5379,5.3058,24,35.95,19.416,239.66,24,75.253,16.738,-230.54
"Crataegus_monogyna",1.0504,0.44164,0.56976,0.88272,538.98,1.6312,276.02,1661.8,268.49,222.5,1.0579,1.0992,0.76444,1.5489,5.4195,26,46.001,20.095,233.07,26,40.013,17.544,-211
"Crataegus_monogyna",1.1256,0.28109,0.56284,0.89272,512.68,1.5443,261.27,1404.4,251.18,237.47,1.0296,1.0956,0.78953,1.4939,5.9493,37,31.412,16.021,213.79,37,41.377,14.987,-206.28
"Crataegus_monogyna",1.0513,0.33842,0.56344,0.8947,452.61,1.5556,230.86,1017.1,220.65,221,1.0377,1.0948,0.78594,1.4564,5.8325,30,27.164,15.224,190.46,31,49.832,14.847,-181.44
"Crataegus_monogyna",1.4349,0.3616,0.61646,0.88962,555.63,3.9151,276.32,2148.3,275.71,172.36,0.90428,1.038,0.50813,1.4783,6.3946,36,40.776,20.515,170.36,36,40.34,17.134,-140.41
