Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Salix alba",1.0333,0.98291,0.60303,0.96776,570.48,7.0748,391.98,35587,380.33,392.65,1.0058,0.81301,0.27358,1.9688,3.8407,2,301.14,269.28,666.7,3,556.24,399.44,-107.24
"Salix alba",1.0496,0.98264,0.68325,0.9527,449.29,5.4389,308.11,21387,298.7,107.28,0.99539,0.8805,0.31263,1.9216,4.0401,2,266.41,224.21,527.42,3,453.17,312.93,-96.327
"Salix alba",1.0362,0.98116,0.63444,0.9651,422.81,5.3415,285.24,18067,275.41,257.62,1.0116,0.81199,0.32068,1.9463,3.8943,1,419.19,388,489.05,2,612.52,423.46,-91.471
"Salix alba",1.0455,0.98401,0.60762,0.95649,495.81,6.1289,344.68,27722,333.18,200.17,1.0149,0.82244,0.29052,1.9729,3.8838,2,275.16,245.17,594.94,2,739.24,527.17,-100.14
"Salix alba",1.0421,0.98558,0.66044,0.95958,501.96,7.1795,356.76,31034,346.57,234.51,1.0067,0.80339,0.26256,1.995,3.8442,1,562.92,500.91,609.63,2,756.12,557.93,-93.669
"Salix alba",1.0408,0.98077,0.53537,0.96077,591.7,5.4809,403.62,36406,389.34,190.65,1.0031,0.81365,0.31309,1.9617,3.8483,2,317.11,277.41,670.69,3,577.01,405.03,-126.37
"Salix alba",1.0581,0.98683,0.49102,0.94506,457.83,6.8492,340.34,28589,332.6,110.14,0.98554,0.86681,0.25701,1.9398,4.0867,3,196.63,177.08,594.96,3,506.06,363.51,-87.469
"Salix alba",1.0513,0.98587,0.55407,0.95119,482.07,5.7203,346.77,28351,339.51,112.88,1.0139,0.93095,0.29062,1.8995,4.1734,2,318.97,270.6,609.31,3,514.35,364.89,-100.78
"Salix alba",1.0419,0.98619,0.68112,0.95983,429.98,6.0474,305.17,22053,299.1,89.021,0.99554,0.92587,0.28648,1.9133,4.1413,2,278.76,238.6,544.44,3,450.09,322.57,-87.425
"Salix alba",1.0437,0.9803,0.67256,0.95812,605.45,5.0019,402.38,35191,387.98,155.28,1.0057,0.8783,0.3364,1.9251,3.9194,3,221.27,192.54,692.8,3,576.99,398.01,-135.36
"Salix alba",1.115,0.98204,0.41537,0.89684,592.73,7.7853,408.87,39592,394.03,551.13,0.98899,0.87316,0.25978,1.9785,3.8383,3,225.4,197.04,707.3,3,588.47,424.24,-106.22
"Salix alba",1.0324,0.98341,0.61608,0.96864,589.08,5.4661,412.63,38878,400.59,229.8,0.98897,0.8845,0.30531,1.9185,4.026,3,239.02,208.64,715.32,3,596.78,422.69,-125.98
"Salix alba",1.0504,0.98567,0.59428,0.95204,520.34,5.8704,373.43,33229,363.93,143.34,0.98947,0.8988,0.28756,1.9405,4.0088,2,339.84,290.06,649.9,3,544.26,396.88,-107.38
"Salix alba",1.0477,0.98373,0.49301,0.95443,585.67,6.4058,412.28,39940,398.65,325.58,0.98503,0.83042,0.28064,1.9707,3.856,2,336.67,294.19,693.9,3,588.78,425.46,-115.7
"Salix alba",1.0553,0.98281,0.64106,0.94759,573.75,6.4702,395.58,35606,387.39,163.76,0.96835,0.85428,0.2851,1.9697,3.9233,4,171.94,144.7,429,4,441.2,306.68,-112.78
"Salix alba",1.0767,0.98638,0.627,0.92876,418.01,6.9967,308.04,23300,299.93,93.226,1.0274,0.86056,0.25651,1.9743,3.9594,3,185.46,167.59,513.55,3,435.76,312.25,-79.016
"Salix alba",1.0756,0.98632,0.48498,0.92968,461.61,6.7625,345.5,28863,338.24,127.79,0.98782,0.90285,0.25689,1.9315,3.9651,2,307.87,268.34,589.03,3,491.19,369.74,-88.754
"Salix alba",1.0444,0.98575,0.43529,0.95753,489.63,6.6955,363.02,31304,355.48,296.51,0.99605,0.9065,0.26063,1.9357,4.0274,2,341.9,276.56,618,3,525.39,385.48,-94.613
"Salix alba",1.0942,0.98658,0.61366,0.91388,468.02,5.7965,347.1,29300,338.17,105.53,0.98214,0.87985,0.28003,1.9591,4.028,2,312.31,267.25,598.73,3,514.57,370.59,-97.197
"Salix alba",1.0628,0.98477,0.65019,0.9409,459.23,5.5684,325.45,24667,316.83,168.44,1.0049,0.92329,0.29899,1.903,4.1302,3,203.17,171.09,567.18,3,477.82,337.63,-97.305
"Salix alba",1.0303,0.98293,0.54643,0.9706,660.87,5.3486,466.85,49951,452.62,257.55,0.98958,0.8512,0.30605,1.9342,3.979,2,400.97,341.39,780.72,3,672.65,477.67,-142.88
"Salix alba",1.0848,0.98503,0.49562,0.92184,474.05,6.3883,340.88,26857,334.15,187.5,0.97651,0.93146,0.27511,1.8661,4.1785,3,211.21,182.17,604.77,3,490.35,354.63,-93.779
"Salix alba",1.0397,0.98327,0.65804,0.96184,451.51,5.6554,310,22302,300.14,103.55,0.99285,0.82299,0.30623,1.9618,3.8625,2,243.85,223.24,533.01,3,441.2,317.79,-94.931
"Salix alba",1.0335,0.98562,0.63683,0.96755,386.45,5.5704,274.16,17797,265.95,120.24,0.98465,0.86343,0.29862,1.9441,3.9401,3,155.98,138.22,479.31,3,395.24,284.6,-81.869
"Salix alba",1.0358,0.98057,0.66345,0.96545,475.35,5.53,320.11,22534,309.34,197.57,0.99038,0.84919,0.31574,1.9368,3.9631,2,261.67,221.25,535.85,3,468.76,318.27,-101.07
"Salix alba",1.0318,0.98002,0.66443,0.96916,671,5.4576,456.43,45833,439.38,760.94,1.003,0.86067,0.31464,1.9308,3.9964,2,378.57,318.26,775.81,3,675.85,455.76,-143.61
"Salix alba",1.0901,0.98633,0.63758,0.91735,444.15,6.239,327.09,26158,317.32,107.77,0.98586,0.86215,0.27182,1.959,3.9905,3,196.83,170.24,567.96,3,476.62,345.45,-88.909
"Salix alba",1.0726,0.98497,0.59684,0.93231,462.92,8.7532,327.13,25627,319.45,110.05,0.99259,0.86746,0.23915,1.9475,4.0732,2,282.26,242.25,569.56,3,481.27,345.54,-78.234
"Salix alba",1.0325,0.9827,0.67281,0.96852,493.88,5.6028,337.37,26147,325.82,183.86,0.99788,0.8137,0.30923,1.9731,3.8594,2,271.2,236.09,568.87,3,485.35,343.23,-104.33
"Salix alba",1.1154,0.98627,0.6497,0.89651,500.89,6.1793,366.34,32594,356.26,114.99,0.98989,0.90795,0.27502,1.9231,4.0865,3,222.02,193.7,646,3,537.42,386.56,-100.75
"Salix alba",1.1061,0.9856,0.49904,0.90404,479.75,7.0014,353.57,30393,343.44,192.53,1.0108,0.8552,0.2564,1.953,4.0057,2,290.47,260.44,589.42,3,516.01,372.51,-90.655
"Salix alba",1.0446,0.98139,0.64915,0.95728,468.38,6.1483,316.01,22486,306.43,164.84,1.0046,0.83856,0.29887,1.9556,3.916,2,251.71,221.77,541.5,3,458.79,320.75,-94.446
"Salix alba",1.0356,0.98405,0.62313,0.96562,496.93,6.417,343.12,27838,330.73,217.81,0.99363,0.79198,0.28586,1.9994,3.7898,3,184.24,160.07,573.79,3,488.38,351.29,-98.084
"Salix alba",1.0837,0.98151,0.61026,0.92278,532.77,7.99,378.68,33465,366.84,143.78,0.98008,0.91199,0.24887,1.9292,4.0573,3,222.28,188.92,652.93,3,564.34,394.74,-94.24
"Salix alba",1.0389,0.982,0.63404,0.96259,585.84,5.0493,397.53,35176,385.66,339.82,0.99918,0.8852,0.32792,1.9275,3.9518,2,316.81,287.3,693.86,3,575.99,401.77,-130.36
"Salix alba",1.0382,0.98154,0.66687,0.96324,588.3,4.9825,397.87,35403,383.51,209.11,0.99543,0.83308,0.33121,1.9494,3.9157,1,609.22,550.66,685.04,2,861.83,594.81,-131.78
"Salix alba",1.1103,0.98191,0.69557,0.90066,635.76,5.4885,433.47,42052,421.26,169.33,0.99974,0.87743,0.31302,1.9122,4.0392,2,368.17,310.4,741.98,3,625.29,437.58,-135.69
"Salix alba",1.081,0.98427,0.3806,0.92508,592.62,6.207,417.36,40576,406.2,272.59,0.9704,0.83635,0.28497,1.9257,3.8846,3,226.21,207.5,719.82,3,578.46,426.19,-118.93
"Salix alba",1.032,0.98322,0.59885,0.96903,451.42,6.8001,316.8,23590,306.87,161.05,0.9823,0.8089,0.27322,1.9827,3.8512,2,251.78,219.5,534.73,3,454.17,325.17,-86.555
"Salix alba",1.1047,0.98125,0.62647,0.90526,585.13,6.5968,402.62,36823,391.3,191.28,0.9884,0.85387,0.28292,1.9442,3.9718,3,230.87,191.82,679.59,3,580.19,406.11,-113.91
"Salix alba",1.048,0.98141,0.61157,0.95421,473.66,5.331,323.79,23440,313.46,183.63,0.98898,0.86057,0.31679,1.9316,3.9844,2,275.11,232.95,546.05,3,468.96,327.53,-102.57
"Salix alba",1.0639,0.98141,0.67137,0.93998,453.04,5.0605,309.72,21197,300.73,127,1.0023,0.88541,0.32512,1.9046,4.0617,3,178.98,152.18,524.72,4,344.99,235.86,-100.7
"Salix alba",1.0778,0.98376,0.65222,0.9278,439.25,6.177,301.83,21291,293.01,113.7,1.0022,0.84418,0.29277,1.9561,3.9226,1,472.22,430.61,527.78,2,650.29,465.41,-88.368
"Salix alba",1.0336,0.98211,0.68812,0.96754,629.21,5.4045,430.79,41932,418.28,144.8,0.99361,0.8347,0.31414,1.9481,3.9524,2,361,303.13,724.12,3,622.28,434.2,-135.33
"Salix alba",1.048,0.98216,0.66826,0.95418,634.21,5.7034,434.79,42999,419.69,159.42,1.2137,1.0393,0.30539,1.9639,3.9315,3,483.75,431.7,724.03,3,312.01,208.58,-132.78
"Salix alba",1.0375,0.98029,0.67236,0.96384,576.08,6.1058,388.05,34154,374.89,147.53,1.0254,0.82827,0.30039,1.964,3.9388,3,104.55,180.95,166.76,4,432.67,295.67,-116.57
"Salix alba",1.0604,0.98258,0.6734,0.94303,528.43,6.311,371.81,31664,362.58,116.06,0.99455,0.92057,0.28287,1.9018,4.2002,3,232.7,191.41,646.3,3,560.52,385.45,-105.17
"Salix alba",1.1093,0.98127,0.61457,0.90146,588.19,6.5453,400.9,36924,386.34,150.38,0.98348,0.86088,0.28674,1.9682,3.8579,3,218.23,188.84,685.22,3,577.38,405.46,-114.95
"Salix alba",1.0344,0.98428,0.61374,0.96672,496.82,6.6452,349.87,28377,340.11,288.65,0.99637,0.89898,0.27543,1.9054,4.0531,2,290.63,257.96,609.47,3,500.04,359.9,-96.364
"Salix alba",1.5452,0.9708,0.40099,0.64718,429.8,13.038,301.56,20244,296.08,178.21,0.96813,0.97383,0.19736,1.7868,4.3318,3,184.46,151.27,527.04,3,426.01,301.67,-59.515
"Salix alba",1.0314,0.98078,0.58194,0.96954,630.97,4.8793,429.59,41168,414.22,361.51,1.0106,0.7956,0.33247,1.9675,3.8215,3,226.55,197.27,711.33,3,610.87,425.21,-142.82
"Salix alba",1.0325,0.98178,0.68858,0.96848,618.94,5.4293,422.19,40527,408.42,143.71,0.99862,0.8264,0.31459,1.9666,3.8697,2,168.07,294.7,709.08,3,606.57,426.89,-132.82
"Salix alba",1.0808,0.98671,0.6434,0.92527,362.67,7.7441,271.28,17513,268.1,83.823,0.99129,1.0491,0.2402,1.8491,4.2921,2,298.01,224.39,474.04,3,395.74,293.46,-65.162
"Salix alba",1.0614,0.98061,0.65796,0.94214,431.33,5.625,303.48,20258,296.72,97.541,1.0165,1.001,0.29964,1.8411,4.2166,3,198.95,158.95,525.6,3,444.38,307.28,-90.933
"Salix alba",1.0333,0.98145,0.66639,0.96773,573.42,6.1691,395.44,35408,382.6,315.02,0.99822,0.80248,0.29191,1.9442,3.9099,4,159.18,137.86,657.75,5,339.06,239.9,-115.43
"Salix alba",1.0459,0.98427,0.64627,0.95611,589,5.3501,422.76,41763,411.12,146.66,0.99659,0.83827,0.30117,1.9634,4.0058,2,370.51,307.98,718.25,3,623.12,437.82,-127.32
"Salix alba",1.0544,0.98363,0.58055,0.94841,471.77,7.2054,339.47,26920,331.51,139.98,0.97992,1.0111,0.25886,1.8641,4.183,3,219.02,180.82,600.37,3,497.23,355,-87.875
"Salix alba",1.0545,0.98396,0.48471,0.94829,505.1,9.8823,363.1,31400,354.77,508.53,1.0049,0.9169,0.22126,1.9283,4.0133,2,312.85,267.94,637.01,3,521.93,383.72,-80.338
"Salix alba",1.041,0.97924,0.64592,0.96064,592.16,8.4937,394.48,34370,383.57,168.72,0.97718,0.9024,0.25754,1.8937,4.0788,2,332.89,283.14,682.28,3,574.71,402.03,-101.59
"Salix alba",1.0364,0.98164,0.62377,0.96488,593.03,5.4262,406.66,37522,393.96,292.89,1.0027,0.81135,0.31302,1.9739,3.8683,2,322.97,284.63,686.01,3,586.98,413.45,-127.29
"Salix alba",1.0413,0.98193,0.68989,0.96037,581.57,6.4615,397.43,35746,385.11,170.43,0.98649,0.88042,0.28783,1.9372,3.9226,3,222,190.58,680.76,3,568.41,402.64,-114.39
"Salix alba",1.0371,0.98516,0.67691,0.96419,494.44,6.5181,343.41,28399,333.05,164.91,0.98956,0.83349,0.28198,1.9824,3.8794,2,282.02,248.15,585.67,3,491.3,358.14,-96.833
"Salix alba",1.0528,0.97955,0.6919,0.94989,524.13,7.1452,351.74,27223,339.77,166.15,1.0107,0.86925,0.27872,1.9306,3.8994,2,276.78,242.55,604.98,3,501.28,353.08,-98.039
"Salix alba",1.0485,0.98264,0.65422,0.95372,494.92,6.4611,342.33,26727,332.66,151.05,0.98698,0.88161,0.28439,1.922,4.0093,3,198.67,169.14,592.54,3,495.44,347.72,-97.353
"Salix alba",1.2689,0.97483,0.56882,0.78811,496.3,10.215,335.14,24796,326.77,157.25,0.96747,0.93804,0.23167,1.8594,4.1305,3,193.97,163.01,581.25,3,478.8,336.36,-77.642
"Salix alba",1.0343,0.98208,0.62491,0.96681,509.79,5.4378,347.9,27337,336.14,244.41,0.9866,0.8492,0.31419,1.9468,3.8993,3,192.49,167.19,593.2,3,502.35,352.04,-109.31
"Salix alba",1.033,0.98221,0.67782,0.96805,519.7,6.2667,354.62,28470,344.01,143.79,0.9922,0.88289,0.29271,1.9354,3.9236,1,556.98,496.28,619.48,2,756.78,536.69,-103.8
"Syringa vulgaris",1.0571,0.66242,0.59604,0.94599,724.97,1.4599,381.72,4965.4,374.44,343.32,1.0812,1.097,0.78593,1.5981,3.8868,4,170.41,102.24,383.86,4,248,46.389,-300.01
"Syringa vulgaris",1.0471,0.6882,0.58406,0.95499,731.35,1.6217,386.01,6064.9,378.89,314.04,1.0698,1.0983,0.74389,1.6314,3.9238,4,233.04,122.14,399.84,4,212.53,67.933,-287.15
"Syringa vulgaris",1.0507,0.72455,0.60536,0.95175,819.83,1.5809,430.58,7421.5,430.77,330.54,1.0602,1.0919,0.75715,1.6211,3.9541,4,206.44,128.69,445.08,4,296.26,68.873,-326.02
"Syringa vulgaris",1.0465,0.75906,0.59191,0.95553,734.17,1.7005,390.96,7519,393.38,303.41,1.0895,1.1007,0.72003,1.663,3.9436,4,210.59,124.89,402.37,4,257.36,70.986,-281.5
"Syringa vulgaris",1.0378,0.71323,0.63866,0.96358,533.68,1.5765,276.91,2539.4,275.15,250.33,1.0218,1.0556,0.76748,1.5649,4.08,4,145.1,86.454,293.88,4,188.01,50.039,-212.52
"Syringa vulgaris",1.033,0.68926,0.61481,0.96806,642.21,1.5409,332.55,3200.4,333.86,333.01,1.0465,1.0835,0.77786,1.5431,4.0515,4,140.73,82.854,345.63,4,236.04,56.35,-258.67
"Syringa vulgaris",1.0374,0.65009,0.62465,0.96396,673.84,1.5306,349.77,3479.9,342.98,323.68,1.0236,1.0682,0.77859,1.5562,4.0509,4,197.38,97.395,368.37,4,211.64,55.072,-272.33
"Syringa vulgaris",1.0511,0.64393,0.63063,0.95143,786.47,1.5249,404.44,3949.9,400.62,376.52,1.0045,1.0634,0.78737,1.5008,4.3709,5,184.98,97.506,430.39,5,237.03,72.415,-318.44
"Syringa vulgaris",1.05,0.72669,0.61573,0.95243,699.78,1.6441,366.71,4916.1,364.82,303.97,1.025,1.061,0.74414,1.5888,4.0694,4,273.87,120.36,384,4,220.8,58.466,-272.88
"Syringa vulgaris",1.0446,0.71646,0.5925,0.95728,652.6,1.5289,343.16,4309.9,333.93,308.72,1.0529,1.0775,0.769,1.5949,3.9411,4,134.11,98.448,351.2,4,233.91,50.008,-263.89
"Syringa vulgaris",1.047,0.72276,0.61605,0.95511,437.91,1.6,227.49,1697.1,225.6,200.27,1.0022,1.0355,0.7609,1.5499,4.121,4,113.09,74.757,243.21,4,159.11,43.469,-173.1
"Syringa vulgaris",1.2056,0.76424,0.51514,0.82948,497.08,1.5131,283.39,6074.1,253.22,223.4,0.99278,1.2995,0.71299,1.7523,3.9672,4,124.26,80.51,254.6,4,365.9,89.691,-202.05
"Syringa vulgaris",1.1746,0.7558,0.5164,0.85134,553.21,1.6004,306.75,5458.6,286.72,249.22,1.0031,1.1934,0.7128,1.6602,4.2415,4,141.06,84.624,294.51,4,439.89,119.85,-218.65
"Syringa vulgaris",1.0641,0.82636,0.56814,0.93979,504.25,1.8378,277.08,5613.2,270.83,221.02,1.1323,1.1095,0.67121,1.7585,3.8173,2,296.84,211.57,343.41,2,309.81,95.678,-185.98
"Syringa vulgaris",1.0478,0.71422,0.62687,0.95438,700.97,1.5744,369.6,5521.8,362.71,311.73,1.0705,1.0708,0.75577,1.6319,3.8731,4,301.54,115.14,377.84,4,201.21,50.253,-279.33
"Syringa vulgaris",1.1553,0.75124,0.51856,0.8656,656.34,1.6062,362.77,6816.9,344.78,313.54,0.9565,1.1338,0.7138,1.5661,4.5077,4,164.38,86.831,297.27,5,412.74,120.75,-258.95
"Syringa vulgaris",1.0447,0.73532,0.63442,0.95725,651.49,1.6002,340.07,4245.1,340.63,288.15,1.0035,1.0767,0.75721,1.5814,4.1262,4,187.2,117.38,369.22,4,236.19,62.636,-257.51
"Syringa vulgaris",1.0303,0.73311,0.64589,0.9706,823.51,1.6161,429.98,7238.3,426.27,399.95,1.0591,1.1044,0.75328,1.5915,4.026,5,220.91,98.823,450.33,5,219.65,57.164,-323.9
"Syringa vulgaris",1.0364,0.74993,0.63635,0.9649,719.42,1.6583,379.05,6169.6,374.73,321.35,1.0697,1.0721,0.73693,1.6314,3.9134,5,241.88,92.853,389.76,5,180.56,41.852,-279.33
"Syringa vulgaris",1.2138,0.66124,0.48365,0.82387,909.86,1.3523,513.17,14766,459.78,431.67,0.99062,1.1916,0.76233,1.6955,4.0812,3,290.58,171.83,468.79,4,718,165.39,-391.2
"Syringa vulgaris",1.0448,0.73122,0.62403,0.9571,786.78,1.7841,415.22,7656.2,410.5,337.08,1.0503,1.0724,0.70932,1.6395,3.9987,4,284.15,144.58,433.67,4,215.09,69.308,-294.52
"Syringa vulgaris",1.1402,0.66906,0.5271,0.87707,732.73,1.4767,394.64,5938.8,378.27,350.33,0.88424,1.0124,0.76397,1.5509,4.5847,4,285.29,158.41,396.58,4,390.97,105.16,-301.49
"Syringa vulgaris",1.0436,0.705,0.6073,0.9582,700.81,1.637,368.18,5299.4,359.56,324.58,1.0518,1.0672,0.74386,1.6148,4.0098,4,284.95,111.52,383.89,4,238.3,56.704,-273.87
"Syringa vulgaris",1.0529,0.67484,0.61181,0.94979,630.99,1.4151,327.25,2795,325.39,288.8,1.006,1.0348,0.81044,1.5325,4.1695,4,151.86,93.822,343.42,4,236.28,46.543,-265.21
"Syringa vulgaris",1.0251,0.74028,0.66981,0.97547,669.54,1.6552,348.25,4670.5,346.89,295.5,1.0318,1.0991,0.74719,1.5913,4.0006,4,212.18,112.55,365.66,4,211.26,56.708,-260.21
"Syringa vulgaris",1.0429,0.74772,0.64985,0.95889,716.31,1.7403,371.82,4980.6,372.07,279.35,0.9942,1.0658,0.73017,1.5582,4.2718,4,216.97,127.75,401.03,4,261.41,79.792,-271.49
"Syringa vulgaris",1.0888,0.60105,0.58272,0.91841,885.72,1.343,464.03,5332.9,447.56,423.44,1.0184,1.0338,0.82355,1.5361,4.2495,4,253.17,140.5,471.22,4,438.68,78.485,-382.15
"Syringa vulgaris",1.0574,0.75785,0.60858,0.94573,723.21,1.9998,381.05,6558.2,379.78,279.73,1.0174,1.0503,0.67106,1.6273,4.1623,4,231.26,141.47,409.91,4,245.31,87.644,-255.71
"Syringa vulgaris",1.0457,0.65826,0.63169,0.95634,782.05,1.7037,405.07,4760.7,396.09,364.28,1.0088,1.0498,0.73956,1.5271,4.2469,4,228.11,129.25,443.51,4,255.64,81.853,-299.58
"Syringa vulgaris",1.0263,0.6785,0.63428,0.97435,644.6,1.4906,332.76,2966.3,332.45,314.19,1.0287,1.0716,0.79331,1.5228,4.0634,4,150.36,84.231,349.56,4,226.01,48.651,-263.98
"Syringa vulgaris",1.049,0.77525,0.60226,0.95329,628.19,1.714,337.63,6524.9,332.12,249.56,1.123,1.1111,0.71058,1.7084,3.7932,4,285.95,107.71,353.2,4,202.05,49.321,-239.91
"Syringa vulgaris",1.0642,0.64174,0.62742,0.93966,831.57,1.552,433.45,5806.3,420.21,418.42,1.0324,1.1138,0.76998,1.56,4.1911,4,245.49,139.64,463.38,4,312.89,96.367,-333.75
"Syringa vulgaris",1.0342,0.78436,0.62261,0.96695,545.32,1.7398,287.92,4159.8,283.98,248.2,1.0781,1.0768,0.71798,1.652,3.8434,3,242.11,121.27,301.36,3,213.14,59.287,-206.72
"Syringa vulgaris",1.1956,0.77655,0.5036,0.83639,462.58,1.5004,265.08,5479.1,235.08,197.89,0.99854,1.279,0.71232,1.7686,3.8672,3,146.7,95.817,230.36,4,323.59,83.986,-188.82
"Syringa vulgaris",1.0681,0.56163,0.61868,0.93623,858.87,1.4632,440.8,4320.7,429.48,448.37,1.0078,0.9781,0.80538,1.4876,4.4529,4,246.75,129.01,494.72,4,384.58,120.2,-355.01
"Syringa vulgaris",1.0465,0.60826,0.61269,0.95553,813.08,1.5946,423.7,6235.6,409.99,323.44,1.0704,1.1206,0.75983,1.5332,4.3502,5,181.95,103.79,430.24,5,271.51,94.627,-321.94
"Syringa vulgaris",1.0656,0.55215,0.61697,0.93847,753.24,1.5165,386.93,3909.2,375.25,325.34,0.99067,1.0913,0.7904,1.4978,4.419,4,210.24,128.12,407.45,4,316.4,110.23,-305.83
"Syringa vulgaris",1.0517,0.57035,0.62877,0.95081,735.74,1.4827,376.46,3561.3,365.45,315.87,0.96732,1.0524,0.80251,1.4755,4.4432,4,218.81,129.4,389.94,4,289.01,96.161,-302.11
"Syringa vulgaris",1.045,0.64194,0.64664,0.95695,626.52,1.5752,320.74,2605.2,314.33,318.91,0.98715,1.0658,0.7782,1.486,4.3619,4,175.57,102.8,352.03,4,238.19,80.697,-249.6
"Syringa vulgaris",1.0569,0.62195,0.64449,0.94619,837.51,1.5161,430.01,4959.8,417.78,372.28,0.97482,1.0515,0.79089,1.5018,4.4224,4,263.55,156.8,460.63,4,301.69,104.56,-340.09
"Syringa vulgaris",1.07,0.39561,0.57715,0.93457,916.17,1.4493,468.84,4613.6,456.89,533.28,0.99553,1.0622,0.8116,1.4428,4.5016,4,236.98,138.82,504.89,4,392.02,141.23,-380.51
"Syringa vulgaris",1.076,0.63769,0.57739,0.9294,904.66,1.5429,471.8,5426.5,461.52,393.58,0.98299,1.0135,0.77183,1.4988,4.3654,4,254.68,138.99,483.21,4,485.6,103.94,-364.15
"Syringa vulgaris",1.2286,0.63207,0.49564,0.81394,955.7,1.4314,526.11,13059,497.57,433.74,1.0081,1.1629,0.75914,1.6321,4.5501,3,417.79,223.68,534.83,4,855.6,222.53,-399.4
"Syringa vulgaris",1.0982,0.41993,0.58082,0.91057,999.15,1.3162,512.38,3888.7,504.69,444.58,0.97018,1.0167,0.84986,1.3925,4.8804,4,320.69,159.41,551.05,4,421.64,128.75,-435.45
"Syringa vulgaris",1.1005,0.60932,0.5748,0.90865,810.78,1.511,422.38,5101.1,410.66,371.97,0.98582,1.0563,0.78078,1.514,4.5443,4,226.94,152.83,481.77,4,377.01,133.07,-329.79
"Syringa vulgaris",1.2774,0.58121,0.45864,0.78287,879.4,1.4896,487.49,12595,458.78,368.59,1.0001,1.1739,0.73903,1.6752,4.4646,3,398.44,229.77,504.68,4,810.75,210.28,-360.27
"Syringa vulgaris",1.0654,0.58444,0.59968,0.93859,845.22,1.5565,437.92,5784.3,425.37,372.8,1.0027,1.0902,0.77352,1.5148,4.4621,4,249.73,151.96,474.66,4,347.67,127.23,-338.74
"Syringa vulgaris",1.1332,0.45521,0.5698,0.88244,986.39,1.4934,507.44,5109.9,493.15,476.42,0.96645,1.0124,0.79533,1.42,5.074,4,307.13,184.82,561.67,4,473.14,163.93,-403.58
"Syringa vulgaris",1.0806,0.60705,0.60776,0.92538,881.29,1.4066,455.56,4654.6,441.82,402.64,0.9786,1.0146,0.81556,1.4917,4.4264,4,262.09,151.61,494.45,4,340.55,90.155,-371.54
"Syringa vulgaris",1.2632,0.57071,0.46619,0.79163,953.65,1.4397,527.69,14311,496.3,423.74,1.0092,1.1619,0.75307,1.6702,4.4534,3,453.58,242.01,536.66,4,863.45,220.94,-397.39
"Syringa vulgaris",1.0669,0.60213,0.57805,0.93733,770.42,1.6002,396.91,4302.2,390.02,354.44,0.97784,1.0783,0.76724,1.516,4.4872,5,176.21,107.56,316.52,5,269.98,92.579,-304.52
"Syringa vulgaris",1.0854,0.46963,0.54722,0.92128,826.34,1.5905,425.96,4010.8,419.26,381.92,0.96777,1.0192,0.76911,1.4504,4.5353,4,234.87,135.84,471.51,4,339.62,120.84,-327.61
"Syringa vulgaris",1.0709,0.47153,0.62147,0.93383,819.13,1.448,418.91,3173.6,411.96,422.5,0.99331,0.9911,0.81248,1.4532,4.4614,4,262.2,119.58,462.67,4,324.88,110.06,-340.36
"Syringa vulgaris",1.0247,0.56228,0.63824,0.97585,703.5,1.4444,357.59,1918.1,354.24,351.1,0.98883,1.0332,0.81849,1.4269,4.1724,5,158.95,65.752,361.63,5,161.35,45.606,-292.68
"Syringa vulgaris",1.0266,0.53752,0.65305,0.97412,661.56,1.3868,335.39,1548.8,331.45,321.22,0.9832,1.0326,0.83749,1.4063,4.1831,4,182.78,75.79,349.2,4,198.21,48.095,-280.88
"Syringa vulgaris",1.0351,0.6102,0.62899,0.9661,800.44,1.6842,411,4193.9,407.03,381.14,0.99747,1.0356,0.75035,1.5102,4.0856,4,255.38,116.36,417.8,4,208.3,74.66,-308.39
"Syringa vulgaris",1.0556,0.59102,0.60689,0.94735,759.2,1.7739,393.06,4493.4,383.34,384.05,1.0077,1.0732,0.7251,1.5435,4.0597,4,246.2,116.63,401.38,4,239.71,85.734,-285.01
"Syringa vulgaris",1.0356,0.57549,0.64739,0.96561,747.74,1.4373,381.45,2701.5,378.2,380.98,1.0017,1.0717,0.81751,1.4639,4.1851,6,144.05,65.687,362.46,6,166.97,47.636,-311.84
"Syringa vulgaris",1.0228,0.65131,0.64411,0.97775,501.15,1.5141,256.06,1561.2,253.38,252.76,1.0112,0.98746,0.79526,1.4901,4.1096,4,125.27,61.741,278.16,4,183.22,52.198,-203.64
"Syringa vulgaris",1.0336,0.53177,0.65093,0.96751,595.43,1.5171,303.63,1499,298.95,296.27,0.9522,0.99024,0.79605,1.4307,4.201,4,158.14,66.836,318.53,4,206.59,52.879,-241.71
"Syringa vulgaris",1.0272,0.58754,0.65103,0.97348,763.5,1.4719,389.87,3010.7,385.74,377.36,1.0536,0.99885,0.80708,1.4702,4.1591,4,210.83,89.37,400.18,3,329.73,81.485,-314.66
"Syringa vulgaris",1.0207,0.58644,0.65459,0.9797,584.66,1.4038,296.79,1450.1,294.11,283.38,1.0189,0.98539,0.83131,1.426,4.2342,4,148.44,60.006,310.88,4,217.93,49.409,-246.73
